c_mot;c_lemme;c_morpho
preux;preux;adj
prévalaient;prévaloir;ver
prévalait;prévaloir;ver
prévalant;prévaloir;ver
prévalence;prévalence;nom
prévalent;prévalent;adj
prévalez;prévaloir;ver
prévaloir;prévaloir;ver
prévalu;prévaloir;ver
prévalut;prévaloir;ver
prévaricateur;prévaricateur;nom
prévaudra;prévaloir;ver
prévaudrait;prévaloir;ver
prévaudront;prévaloir;ver
prévaut;prévaloir;ver
prévenaient;prévenir;ver
prévenais;prévenir;ver
prévenait;prévenir;ver
prévenance;prévenance;nom
prévenances;prévenance;nom
prévenant;prévenant;adj
prévenante;prévenant;adj
prévenants;prévenant;adj
prévenez;prévenir;ver
préveniez;prévenir;ver
prévenions;prévenir;ver
prévenir;prévenir;ver
prévenons;prévenir;ver
préventif;préventif;adj
prévention;prévention;nom
préventions;prévention;nom
préventive;préventif;adj
préventivement;préventivement;adv
préventives;préventif;adj
préventorium;préventorium;nom
prévenu;prévenir;ver
prévenue;prévenir;ver
prévenues;prévenir;ver
prévenus;prévenir;ver
préviendra;prévenir;ver
préviendrai;prévenir;ver
préviendrais;prévenir;ver
préviendrait;prévenir;ver
préviendras;prévenir;ver
préviendrez;prévenir;ver
préviendrons;prévenir;ver
préviendront;prévenir;ver
prévienne;prévenir;ver
préviennent;prévenir;ver
préviennes;prévenir;ver
préviens;prévenir;ver
prévient;prévenir;ver
prévins;prévenir;ver
prévint;prévenir;ver
prévînt;prévenir;ver
prévis;prévis;nom
prévisibilité;prévisibilité;nom
prévisible;prévisible;adj
prévisibles;prévisible;adj
prévision;prévision;nom
prévisionnel;prévisionnel;adj
prévisionnelles;prévisionnel;adj
prévisionnels;prévisionnel;adj
prévisions;prévision;nom
prévit;prévoir;ver
prévoie;prévoir;ver
prévoient;prévoir;ver
prévoies;prévoir;ver
prévoir;prévoir;ver
prévoira;prévoir;ver
prévoirait;prévoir;ver
prévois;prévoir;ver
prévoit;prévoir;ver
prévôt;prévôt;nom
prévôté;prévôté;nom
prévôts;prévôt;nom
prévoyaient;prévoir;ver
prévoyais;prévoir;ver
prévoyait;prévoir;ver
prévoyance;prévoyance;nom
prévoyances;prévoyance;nom
prévoyant;prévoyant;adj
prévoyante;prévoyant;adj
prévoyantes;prévoyant;adj
prévoyants;prévoyant;adj
prévoyez;prévoir;ver
prévoyions;prévoir;ver
prévoyons;prévoir;ver
prévu;prévoir;ver
prévue;prévoir;ver
prévues;prévoir;ver
prévus;prévoir;ver
pria;prier;ver
priai;prier;ver
priaient;prier;ver
priais;prier;ver
priait;prier;ver
priâmes;prier;ver
priant;prier;ver
priapique;priapique;adj
priapiques;priapique;adj
priapisme;priapisme;nom
priasse;prier;ver
priât;prier;ver
prie;prier;ver
prié;prier;ver
prie_dieu;prie_dieu;nom
priée;prier;ver
priées;prier;ver
prient;prier;ver
prier;prier;ver
priera;prier;ver
prierai;prier;ver
prieraient;prier;ver
prierais;prier;ver
prierait;prier;ver
prieras;prier;ver
prière;prière;nom
prièrent;prier;ver
prières;prière;nom
prierez;prier;ver
prierons;prier;ver
prieront;prier;ver
pries;prier;ver
priés;prier;ver
prieur;prieur;adj
prieure;prieur;nom
prieuré;prieuré;nom
prieurés;prieuré;nom
prieurs;prieur;nom
priez;prier;ver
priions;prier;ver
prima;primer;ver
primaire;primaire;adj
primaires;primaire;adj
primait;primer;ver
primal;primal;adj
primale;primal;adj
primant;primer;ver
primat;primat;nom
primate;primate;nom
primates;primate;nom
primatologue;primatologue;nom
primauté;primauté;nom
prime;prime;nom
primé;primé;adj
prime_saut;prime_saut;nom
prime_time;prime_time;nom
primée;primer;ver
primées;primer;ver
priment;primer;ver
primer;primer;ver
primerait;primer;ver
primerose;primerose;nom
primes;prime;nom
primés;primé;adj
prîmes;prendre;ver
primesautier;primesautier;adj
primesautière;primesautier;adj
primesautiers;primesautier;adj
primeur;primeur;nom
primeurs;primeur;nom
primevère;primevère;nom
primevères;primevère;nom
primidi;primidi;nom
primitif;primitif;adj
primitifs;primitif;adj
primitive;primitif;adj
primitivement;primitivement;adv
primitives;primitif;adj
primitivisme;primitivisme;nom
primo;primo;adv_sup
primo_infection;primo_infection;nom
primordial;primordial;adj
primordiale;primordial;adj
primordialement;primordialement;adv
primordiales;primordial;adj
primordiaux;primordial;adj
prin;prin;nom
prince;prince;nom
prince_de_galles;prince_de_galles;nom
prince_évêque;prince_évêque;nom
princeps;princeps;adj
princes;prince;nom
princesse;prince;nom
princesses;prince;nom
princier;princier;adj
princière;princier;adj
princièrement;princièrement;adv
princières;princier;adj
princiers;princier;adj
principal;principal;adj
principale;principal;adj
principalement;principalement;adv
principales;principal;adj
principat;principat;nom
principauté;principauté;nom
principautés;principauté;nom
principaux;principal;adj
principe;principe;nom
principes;principe;nom
printanier;printanier;adj
printanière;printanier;adj
printanières;printanier;adj
printaniers;printanier;adj
printemps;printemps;nom
prion;prion;nom
prions;prier;ver
prioritaire;prioritaire;adj
prioritaires;prioritaire;adj
priorité;priorité;nom
priorités;priorité;nom
prirent;prendre;ver
pris;prendre;ver
prisa;priser;ver
prisaient;priser;ver
prisait;priser;ver
prisant;priser;ver
prise;prendre;ver
prisé;priser;ver
prisée;priser;ver
prisées;priser;ver
prisent;priser;ver
priser;priser;ver
prises;prendre;ver
prisés;priser;ver
priseur;priseur;nom
priseurs;priseur;nom
prisez;priser;ver
prismatique;prismatique;adj
prismatiques;prismatique;adj
prisme;prisme;nom
prismes;prisme;nom
prison;prison;nom
prisonnier;prisonnier;nom
prisonnière;prisonnier;adj
prisonnières;prisonnier;adj
prisonniers;prisonnier;nom
prisons;prison;nom
prisons_école;prisons_école;nom
prisse;prendre;ver
prissent;prendre;ver
prissions;prendre;ver
pristi;pristi;ono
prisunic;prisunic;nom
prit;prendre;ver
prît;prendre;ver
priva;priver;ver
privai;priver;ver
privaient;priver;ver
privais;priver;ver
privait;priver;ver
privant;priver;ver
privasse;priver;ver
privât;priver;ver
privatif;privatif;adj
privatifs;privatif;adj
privation;privation;nom
privations;privation;nom
privatisation;privatisation;nom
privatisé;privatiser;ver
privatisée;privatiser;ver
privatiser;privatiser;ver
privatisés;privatiser;ver
privative;privatif;adj
privatives;privatif;adj
privauté;privauté;nom
privautés;privauté;nom
prive;priver;ver
privé;privé;adj
privée;privé;adj
privées;privé;adj
privément;privément;adv
privent;priver;ver
priver;priver;ver
privera;priver;ver
priverai;priver;ver
priveraient;priver;ver
priverais;priver;ver
priverait;priver;ver
priveras;priver;ver
privèrent;priver;ver
priveriez;priver;ver
prives;priver;ver
privés;privé;adj
privez;priver;ver
priviez;priver;ver
privilège;privilège;nom
privilèges;privilège;nom
privilégiait;privilégier;ver
privilégiant;privilégier;ver
privilégie;privilégier;ver
privilégié;privilégié;adj
privilégiée;privilégié;adj
privilégiées;privilégié;adj
privilégient;privilégier;ver
privilégier;privilégier;ver
privilégiés;privilégié;nom
privilégions;privilégier;ver
privions;priver;ver
privons;priver;ver
prix;prix;nom
prix_choc;prix_choc;nom
pro;pro;nom
pro_occidental;pro_occidental;adj
proactif;proactif;adj
probabilité;probabilité;nom
probabilités;probabilité;nom
probable;probable;adj
probablement;probablement;adv
probables;probable;adj
probant;probant;adj
probante;probant;adj
probantes;probant;adj
probants;probant;adj
probation;probation;nom
probatoire;probatoire;adj
probe;probe;adj
probes;probe;adj
probité;probité;nom
problématique;problématique;adj
problématiques;problématique;adj
problème;problème;nom
problèmes;problème;nom
probloc;probloc;nom
problocs;probloc;nom
probloque;probloque;nom
probloques;probloque;nom
proc;proc;nom
procaïne;procaïne;nom
procalmadiol;procalmadiol;nom
procéda;procéder;ver
procédaient;procéder;ver
procédais;procéder;ver
procédait;procéder;ver
procédâmes;procéder;ver
procédant;procéder;ver
procédât;procéder;ver
procédé;procédé;nom
procède;procéder;ver
procèdent;procéder;ver
procéder;procéder;ver
procédera;procéder;ver
procéderaient;procéder;ver
procéderais;procéder;ver
procéderait;procéder;ver
procéderez;procéder;ver
procéderiez;procéder;ver
procéderons;procéder;ver
procéderont;procéder;ver
procédés;procédé;nom
procédez;procéder;ver
procédiez;procéder;ver
procédions;procéder;ver
procédons;procéder;ver
procédural;procédural;adj
procédurale;procédural;adj
procédure;procédure;nom
procédures;procédure;nom
procédurier;procédurier;adj
procédurière;procédurier;adj
procédurières;procédurier;adj
procès;procès;nom
procès_test;procès_test;nom
procès_verbal;procès_verbal;nom
procès_verbal;procès_verbal;nom
process;process;nom
processeur;processeur;nom
processeurs;processeur;nom
procession;procession;nom
processionnaient;processionner;ver
processionnaire;processionnaire;adj
processionnaires;processionnaire;nom
processionnant;processionner;ver
processionnelle;processionnel;adj
processionnelles;processionnel;adj
processions;procession;nom
processus;processus;nom
prochain;prochain;adj
prochaine;prochain;adj
prochainement;prochainement;adv
prochaines;prochain;adj
prochains;prochain;adj
proche;proche;adj
proche_oriental;proche_oriental;adj
proches;proche;adj
prochinois;prochinois;adj
prochinoise;prochinois;adj
proclama;proclamer;ver
proclamai;proclamer;ver
proclamaient;proclamer;ver
proclamais;proclamer;ver
proclamait;proclamer;ver
proclamant;proclamer;ver
proclamât;proclamer;ver
proclamation;proclamation;nom
proclamations;proclamation;nom
proclamatrices;proclamateur;nom
proclame;proclamer;ver
proclamé;proclamer;ver
proclamée;proclamer;ver
proclamées;proclamer;ver
proclament;proclamer;ver
proclamer;proclamer;ver
proclamera;proclamer;ver
proclamerai;proclamer;ver
proclameraient;proclamer;ver
proclamerait;proclamer;ver
proclamèrent;proclamer;ver
proclamerons;proclamer;ver
proclamés;proclamer;ver
proclamez;proclamer;ver
proclamiez;proclamer;ver
proclamions;proclamer;ver
proclamons;proclamer;ver
procommuniste;procommuniste;adj
proconsul;proconsul;nom
proconsuls;proconsul;nom
procrastination;procrastination;nom
procréa;procréer;ver
procréant;procréer;ver
procréateur;procréateur;nom
procréateurs;procréateur;nom
procréation;procréation;nom
procréations;procréation;nom
procréative;procréatif;adj
procréatrice;procréateur;adj
procréatrices;procréateur;adj
procrée;procréer;ver
procréé;procréer;ver
procréent;procréer;ver
procréer;procréer;ver
procréerons;procréer;ver
procs;proc;nom
proctologie;proctologie;nom
proctologue;proctologue;nom
proctologues;proctologue;nom
procura;procurer;ver
procurai;procurer;ver
procuraient;procurer;ver
procurais;procurer;ver
procurait;procurer;ver
procurant;procurer;ver
procurât;procurer;ver
procurateur;procurateur;nom
procurateurs;procurateur;nom
procuraties;procuratie;nom
procuration;procuration;nom
procuratrice;procurateur;nom
procure;procurer;ver
procuré;procurer;ver
procurée;procurer;ver
procurées;procurer;ver
procurent;procurer;ver
procurer;procurer;ver
procurera;procurer;ver
procurerai;procurer;ver
procureraient;procurer;ver
procurerais;procurer;ver
procurerait;procurer;ver
procureras;procurer;ver
procurèrent;procurer;ver
procureriez;procurer;ver
procurerons;procurer;ver
procureront;procurer;ver
procures;procurer;ver
procurés;procurer;ver
procureur;procureur;nom
procureurs;procureur;nom
procureuse;procureur;nom
procureuses;procureur;nom
procurez;procurer;ver
procuriez;procurer;ver
procurions;procurer;ver
prodigalité;prodigalité;nom
prodigalités;prodigalité;nom
prodige;prodige;nom
prodiges;prodige;nom
prodigieuse;prodigieux;adj
prodigieusement;prodigieusement;adv
prodigieuses;prodigieux;adj
prodigieux;prodigieux;adj
prodigua;prodiguer;ver
prodiguaient;prodiguer;ver
prodiguais;prodiguer;ver
prodiguait;prodiguer;ver
prodiguant;prodiguer;ver
prodigue;prodigue;adj
prodigué;prodiguer;ver
prodiguée;prodiguer;ver
prodiguées;prodiguer;ver
prodiguent;prodiguer;ver
prodiguer;prodiguer;ver
prodiguera;prodiguer;ver
prodiguerais;prodiguer;ver
prodigueras;prodiguer;ver
prodiguèrent;prodiguer;ver
prodigueront;prodiguer;ver
prodigues;prodiguer;ver
prodigués;prodiguer;ver
prodiguions;prodiguer;ver
prodrome;prodrome;nom
prodromes;prodrome;nom
producteur;producteur;nom
producteurs;producteur;nom
productif;productif;adj
productifs;productif;adj
production;production;nom
productions;production;nom
productive;productif;adj
productives;productif;adj
productivité;productivité;nom
productrice;producteur;nom
productrices;producteur;adj
produira;produire;ver
produiraient;produire;ver
produirais;produire;ver
produirait;produire;ver
produiras;produire;ver
produire;produire;ver
produirez;produire;ver
produiriez;produire;ver
produirons;produire;ver
produiront;produire;ver
produis;produire;ver
produisaient;produire;ver
produisais;produire;ver
produisait;produire;ver
produisant;produire;ver
produise;produire;ver
produisent;produire;ver
produises;produire;ver
produisez;produire;ver
produisions;produire;ver
produisirent;produire;ver
produisis;produire;ver
produisit;produire;ver
produisît;produire;ver
produisons;produire;ver
produit;produire;ver
produite;produire;ver
produites;produire;ver
produits;produit;nom
proèdre;proèdre;nom
proéminait;proéminer;ver
proémine;proéminer;ver
proéminence;proéminence;nom
proéminences;proéminence;nom
proéminent;proéminent;adj
proéminente;proéminent;adj
proéminentes;proéminent;adj
proéminents;proéminent;adj
prof;prof;nom
profana;profaner;ver
profanaient;profaner;ver
profanait;profaner;ver
profanant;profaner;ver
profanateur;profanateur;nom
profanateurs;profanateur;nom
profanation;profanation;nom
profanations;profanation;nom
profanatoire;profanatoire;adj
profane;profane;adj
profané;profaner;ver
profanée;profaner;ver
profanées;profaner;ver
profanent;profaner;ver
